Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2
2020-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Djokovic N.,Djokovic N.,37,2,1270,9720,23.0,1.01
2020-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Ito T.,Djokovic N.,Djokovic N.,146,2,362,9720,29.0,1.005
2020-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Nishioka Y.,Djokovic N.,Djokovic N.,71,2,797,9720,23.0,1.01
2020-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Schwartzman D.,Djokovic N.,2,14,9720,2130,1.04,13.0
2020-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Raonic M.,Djokovic N.,2,35,9720,1305,1.12,6.0
2020-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Djokovic N.,Djokovic N.,3,2,6590,9720,6.5,1.11
2020-02-02,Grand Slam,Outdoor,Hard,The Final,5,Thiem D.,Djokovic N.,Djokovic N.,5,2,5890,9720,4.0,1.25
2020-02-26,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Kohlschreiber P.,Djokovic N.,1,80,9720,704,1.02,19.0
2020-02-27,ATP500,Outdoor,Hard,Quarterfinals,3,Khachanov K.,Djokovic N.,Djokovic N.,17,1,2040,9720,9.0,1.07
2020-02-28,ATP500,Outdoor,Hard,Semifinals,3,Djokovic N.,Monfils G.,Djokovic N.,1,9,9720,2860,1.11,6.5
2020-02-29,ATP500,Outdoor,Hard,The Final,3,Tsitsipas S.,Djokovic N.,Djokovic N.,6,1,4745,9720,3.5,1.3
2020-08-25,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Berankis R.,Djokovic N.,1,72,10220,739,1.07,9.0
2020-08-25,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Sandgren T.,Djokovic N.,1,55,10220,923,1.16,5.0
2020-08-26,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Struff J.L.,Djokovic N.,1,34,10220,1315,1.14,5.5
2020-08-28,Masters 1000,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,Djokovic N.,12,1,2360,10220,4.5,1.2
2020-08-29,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Raonic M.,Djokovic N.,1,30,10220,1350,1.36,3.2
2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Djokovic N.,Djokovic N.,109,1,524,10860,26.0,1.01
2020-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Edmund K.,Djokovic N.,1,44,10860,1050,1.03,15.0
2020-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Struff J.L.,Djokovic N.,Djokovic N.,29,1,1405,10860,11.0,1.05
2020-09-16,Masters 1000,Outdoor,Clay,2nd Round,3,Caruso S.,Djokovic N.,Djokovic N.,87,1,703,10860,13.0,1.04
2020-09-18,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Krajinovic F.,Djokovic N.,1,29,10860,1583,1.16,5.0
2020-09-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Koepfer D.,Djokovic N.,Djokovic N.,97,1,652,10860,15.0,1.03
2020-09-20,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Ruud C.,Djokovic N.,1,34,10860,1359,1.16,5.0
2020-09-21,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Schwartzman D.,Djokovic N.,1,15,10860,2265,1.16,5.0
2020-09-29,Grand Slam,Outdoor,Clay,1st Round,5,Ymer M.,Djokovic N.,Djokovic N.,80,1,763,11260,23.0,1.01
2020-10-03,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Galan D.,Djokovic N.,1,153,11260,379,1.005,34.0
2020-10-05,Grand Slam,Outdoor,Clay,4th Round,5,Khachanov K.,Djokovic N.,Djokovic N.,16,1,2200,11260,13.0,1.04
2020-10-07,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Carreno Busta P.,Djokovic N.,1,18,11260,2130,1.06,10.0
2020-10-09,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Tsitsipas S.,Djokovic N.,1,6,11260,5385,1.33,3.4
2020-10-11,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Nadal R.,Nadal R.,1,2,11260,9850,2.1,1.72
2020-10-27,ATP500,Indoor,Hard,1st Round,3,Krajinovic F.,Djokovic N.,Djokovic N.,30,1,1628,11740,8.0,1.08
2020-10-28,ATP500,Indoor,Hard,2nd Round,3,Coric B.,Djokovic N.,Djokovic N.,24,1,1820,11740,6.0,1.12
2020-10-30,ATP500,Indoor,Hard,Quarterfinals,3,Sonego L.,Djokovic N.,Sonego L.,42,1,1253,11740,15.0,1.03
2020-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Schwartzman D.,Djokovic N.,Djokovic N.,9,1,3455,11830,6.0,1.12
2020-11-18,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Djokovic N.,Medvedev D.,4,1,6970,11830,2.75,1.4
2020-11-20,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Djokovic N.,Djokovic N.,7,1,5525,11830,3.25,1.33
2020-11-21,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Thiem D.,Thiem D.,1,3,11830,9125,1.57,2.25
2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Djokovic N.,Djokovic N.,61,1,1020,12030,26.0,1.01
2021-02-12,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Fritz T.,Djokovic N.,1,31,12030,1695,1.01,21.0
2021-02-14,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Raonic M.,Djokovic N.,1,14,12030,2630,1.44,2.75
2021-02-16,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Zverev A.,Djokovic N.,1,7,12030,5615,1.57,2.37
2021-02-18,Grand Slam,Outdoor,Hard,Semifinals,5,Karatsev A.,Djokovic N.,Djokovic N.,114,1,642,12030,9.0,1.07
2021-02-21,Grand Slam,Outdoor,Hard,The Final,5,Medvedev D.,Djokovic N.,Djokovic N.,4,1,8715,12030,2.0,1.83
2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Sinner J.,Djokovic N.,1,22,11963,2369,1.33,3.4
2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Evans D.,Evans D.,1,33,11963,1825,1.05,11.0
2021-04-21,ATP250,Outdoor,Clay,2nd Round,3,Djokovic N.,Kwon S.W.,Djokovic N.,1,85,11873,910,1.01,21.0
2021-04-23,ATP250,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Kecmanovic M.,Djokovic N.,1,47,11873,1364,1.05,11.0
2021-04-24,ATP250,Outdoor,Clay,Semifinals,3,Djokovic N.,Karatsev A.,Karatsev A.,1,28,11873,1946,1.12,6.0
2021-05-11,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Fritz T.,Djokovic N.,1,31,11463,1830,1.11,6.5
2021-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Davidovich Fokina A.,Djokovic N.,Djokovic N.,48,1,1328,11463,5.0,1.16
2021-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Tsitsipas S.,Djokovic N.,1,5,11463,7610,1.57,2.37
2021-05-15,Masters 1000,Outdoor,Clay,Semifinals,3,Sonego L.,Djokovic N.,Djokovic N.,33,1,1817,11463,5.0,1.16
2021-05-16,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Djokovic N.,Nadal R.,3,1,9630,11463,1.5,2.62
2021-05-25,ATP250,Outdoor,Clay,2nd Round,3,Moraing M.,Djokovic N.,Djokovic N.,253,1,241,11063,26.0,1.01
2021-05-27,ATP250,Outdoor,Clay,Quarterfinals,3,Coria F.,Djokovic N.,Djokovic N.,96,1,808,11063,19.0,1.02
2021-05-28,ATP250,Outdoor,Clay,Semifinals,3,Martin A.,Djokovic N.,Djokovic N.,119,1,673,11063,19.0,1.02
2021-05-29,ATP250,Outdoor,Clay,The Final,3,Molcan A.,Djokovic N.,Djokovic N.,255,1,237,11063,19.0,1.02
2021-06-03,Grand Slam,Outdoor,Clay,2nd Round,5,Cuevas P.,Djokovic N.,Djokovic N.,92,1,846,11313,19.0,1.02
2021-06-09,Grand Slam,Outdoor,Clay,Quarterfinals,5,Berrettini M.,Djokovic N.,Djokovic N.,9,1,3958,11313,5.0,1.16
2021-06-11,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Djokovic N.,Djokovic N.,3,1,9630,11313,1.4,3.0
2021-06-13,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Tsitsipas S.,Djokovic N.,1,5,11313,7500,1.4,3.0
2021-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Draper J.,Djokovic N.,1,253,12113,255,1.01,26.0
2021-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Anderson K.,Djokovic N.,Djokovic N.,102,1,753,12113,19.0,1.02
2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Kudla D.,Djokovic N.,1,114,12113,698,1.02,19.0
2021-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Garin C.,Djokovic N.,1,20,12113,2440,1.01,21.0
2021-07-07,Grand Slam,Outdoor,Grass,Quarterfinals,5,Fucsovics M.,Djokovic N.,Djokovic N.,48,1,1344,12113,15.0,1.03
2021-07-09,Grand Slam,Outdoor,Grass,Semifinals,5,Shapovalov D.,Djokovic N.,Djokovic N.,12,1,2915,12113,8.0,1.08
2021-07-11,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Berrettini M.,Djokovic N.,1,9,12113,4468,1.22,4.5
2021-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Djokovic N.,Djokovic N.,145,1,541,11113,23.0,1.01
2021-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Griekspoor T.,Djokovic N.,1,121,11113,675,1.01,26.0
2021-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Nishikori K.,Djokovic N.,1,56,11113,1208,1.03,15.0
2021-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Brooksby J.,Djokovic N.,1,99,11113,812,1.03,15.0
2021-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berrettini M.,Djokovic N.,Djokovic N.,8,1,5533,11113,7.0,1.1
2021-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Zverev A.,Djokovic N.,Djokovic N.,4,1,8240,11113,3.0,1.4
2021-09-12,Grand Slam,Outdoor,Hard,The Final,5,Medvedev D.,Djokovic N.,Medvedev D.,2,1,9980,11113,3.0,1.4
2021-11-02,Masters 1000,Indoor,Hard,2nd Round,3,Fucsovics M.,Djokovic N.,Djokovic N.,40,1,1439,10340,8.0,1.08
2021-11-05,Masters 1000,Indoor,Hard,Quarterfinals,3,Djokovic N.,Fritz T.,Djokovic N.,1,26,10340,1890,1.22,4.33
2021-11-06,Masters 1000,Indoor,Hard,Semifinals,3,Hurkacz H.,Djokovic N.,Djokovic N.,10,1,3366,10340,5.0,1.16
2021-11-07,Masters 1000,Indoor,Hard,The Final,3,Medvedev D.,Djokovic N.,Djokovic N.,2,1,9540,10340,1.8,2.0
2021-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Ruud C.,Djokovic N.,Djokovic N.,8,1,3760,10940,6.5,1.11
2021-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Rublev A.,Djokovic N.,Djokovic N.,5,1,4950,10940,4.33,1.22
2021-11-19,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Norrie C.,Djokovic N.,1,12,10940,2945,1.14,5.5
2021-11-20,Masters Cup,Indoor,Hard,Semifinals,3,Zverev A.,Djokovic N.,Zverev A.,3,1,6540,10940,3.0,1.4
2022-02-21,ATP500,Outdoor,Hard,1st Round,3,Musetti L.,Djokovic N.,Djokovic N.,58,1,1010,8875,10.0,1.06
2022-02-23,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Khachanov K.,Djokovic N.,1,26,8875,1770,1.12,6.0
2022-02-24,ATP500,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Vesely J.,Vesely J.,1,123,8875,550,1.05,11.0
2022-04-12,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Djokovic N.,Davidovich Fokina A.,46,1,1095,8420,5.0,1.16
2022-04-20,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Djokovic N.,Djokovic N.,50,1,991,8340,5.5,1.14
2022-04-21,ATP250,Outdoor,Clay,Quarterfinals,3,Kecmanovic M.,Djokovic N.,Djokovic N.,38,1,1211,8340,2.5,1.53
2022-04-23,ATP250,Outdoor,Clay,Semifinals,3,Khachanov K.,Djokovic N.,Djokovic N.,26,1,1566,8340,4.0,1.25
2022-04-24,ATP250,Outdoor,Clay,The Final,3,Djokovic N.,Rublev A.,Rublev A.,1,8,8340,3865,1.4,3.0
2022-05-03,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Monfils G.,Djokovic N.,1,21,8400,1745,1.2,4.5
2022-05-06,Masters 1000,Outdoor,Clay,Quarterfinals,3,Hurkacz H.,Djokovic N.,Djokovic N.,14,1,3008,8400,3.5,1.3
2022-05-07,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,Alcaraz C.,Alcaraz C.,1,9,8400,3818,1.72,2.1
2022-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Karatsev A.,Djokovic N.,Djokovic N.,35,1,1173,8260,8.0,1.08
2022-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Wawrinka S.,Djokovic N.,Djokovic N.,361,1,119,8260,9.0,1.07
2022-05-13,Masters 1000,Outdoor,Clay,Quarterfinals,3,Auger-Aliassime F.,Djokovic N.,Djokovic N.,9,1,3760,8260,5.0,1.16
2022-05-14,Masters 1000,Outdoor,Clay,Semifinals,3,Ruud C.,Djokovic N.,Djokovic N.,10,1,3760,8260,4.5,1.2
2022-05-15,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,Tsitsipas S.,Djokovic N.,1,5,8260,5750,1.44,2.75
2022-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Nishioka Y.,Djokovic N.,Djokovic N.,99,1,654,8660,26.0,1.01
2022-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Molcan A.,Djokovic N.,Djokovic N.,38,1,1163,8660,15.0,1.03
2022-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Bedene A.,Djokovic N.,1,195,8660,291,1.01,21.0
2022-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Schwartzman D.,Djokovic N.,1,16,8660,2505,1.07,9.0
2022-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Djokovic N.,Nadal R.,5,1,5525,8660,2.75,1.44
2022-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Kwon S.W.,Djokovic N.,3,81,6770,698,1.005,34.0
2022-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Kokkinakis T.,Djokovic N.,3,79,6770,728,1.02,17.0
2022-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Kecmanovic M.,Djokovic N.,Djokovic N.,30,3,1306,6770,17.0,1.02
2022-07-03,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Van Rijthoven T.,Djokovic N.,3,104,6770,546,1.05,11.0
2022-07-05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Sinner J.,Djokovic N.,Djokovic N.,13,3,3185,6770,6.5,1.11
2022-07-08,Grand Slam,Outdoor,Grass,Semifinals,5,Norrie C.,Djokovic N.,Djokovic N.,12,3,3200,6770,10.0,1.06
2022-07-10,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Kyrgios N.,Djokovic N.,3,40,6770,1070,1.28,3.75
2022-09-29,ATP250,Indoor,Hard,2nd Round,3,Andujar P.,Djokovic N.,Djokovic N.,115,7,468,3570,15.0,1.03
2022-09-30,ATP250,Indoor,Hard,Quarterfinals,3,Djokovic N.,Pospisil V.,Djokovic N.,7,149,3570,363,1.06,10.0
2022-10-01,ATP250,Indoor,Hard,Semifinals,3,Safiullin R.,Djokovic N.,Djokovic N.,104,7,506,3570,10.0,1.06
2022-10-02,ATP250,Indoor,Hard,The Final,3,Cilic M.,Djokovic N.,Djokovic N.,16,7,2345,3570,4.0,1.25
2022-10-05,ATP500,Indoor,Hard,1st Round,3,Garin C.,Djokovic N.,Djokovic N.,81,7,640,3820,11.0,1.05
2022-10-06,ATP500,Indoor,Hard,2nd Round,3,Djokovic N.,Van De Zandschulp B.,Djokovic N.,7,34,3820,1233,1.08,8.0
2022-10-07,ATP500,Indoor,Hard,Quarterfinals,3,Djokovic N.,Khachanov K.,Djokovic N.,7,18,3820,1990,1.12,6.0
2022-10-09,ATP500,Indoor,Hard,The Final,3,Tsitsipas S.,Djokovic N.,Djokovic N.,6,7,4810,3820,4.0,1.25
2022-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Cressy M.,Djokovic N.,Djokovic N.,34,7,1254,4320,10.0,1.06
2022-11-03,Masters 1000,Indoor,Hard,3rd Round,3,Khachanov K.,Djokovic N.,Djokovic N.,19,7,1945,4320,8.0,1.08
2022-11-04,Masters 1000,Indoor,Hard,Quarterfinals,3,Musetti L.,Djokovic N.,Djokovic N.,23,7,1746,4320,6.5,1.11
2022-11-05,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Tsitsipas S.,Djokovic N.,7,5,4320,5035,1.2,4.5
2022-11-06,Masters 1000,Indoor,Hard,The Final,3,Djokovic N.,Rune H.,Rune H.,7,18,4320,1991,1.25,4.0
2022-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Tsitsipas S.,Djokovic N.,Djokovic N.,3,8,5350,3320,3.4,1.33
2022-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Rublev A.,Djokovic N.,8,7,3320,3530,1.3,3.5
2022-11-18,Masters Cup,Indoor,Hard,Round Robin,3,Djokovic N.,Medvedev D.,Djokovic N.,8,5,3320,4065,1.33,3.4
2022-11-19,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Fritz T.,Djokovic N.,8,9,3320,2955,1.22,4.33
2022-11-20,Masters Cup,Indoor,Hard,The Final,3,Djokovic N.,Ruud C.,Djokovic N.,8,4,3320,5020,1.22,4.33
2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Lestienne C.,Djokovic N.,5,65,4820,760,1.03,17.0
2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Halys Q.,Djokovic N.,5,64,4820,767,1.03,15.0
2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Shapovalov D.,Djokovic N.,5,18,4820,2075,1.14,5.5
2023-01-07,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Djokovic N.,Djokovic N.,7,5,4065,4820,2.5,1.53
2023-01-08,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Korda S.,Djokovic N.,5,33,4820,1175,1.14,5.5
2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Carballes Baena R.,Djokovic N.,5,75,5070,695,1.01,29.0
2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Couacaud E.,Djokovic N.,5,191,5070,302,1.01,29.0
2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Djokovic N.,Djokovic N.,28,5,1395,5070,4.5,1.2
2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Djokovic N.,Djokovic N.,24,5,1710,5070,4.5,1.2
2023-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Rublev A.,Djokovic N.,5,6,5070,3930,1.11,6.5
2023-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Paul T.,Djokovic N.,5,35,5070,1160,1.05,11.0
2023-01-29,Grand Slam,Outdoor,Hard,The Final,5,Tsitsipas S.,Djokovic N.,Djokovic N.,4,5,5715,5070,4.8,1.2
2023-02-28,ATP500,Outdoor,Hard,1st Round,3,Machac T.,Djokovic N.,Djokovic N.,130,1,435,6980,11.0,1.05
2023-03-01,ATP500,Outdoor,Hard,2nd Round,3,Djokovic N.,Griekspoor T.,Djokovic N.,1,39,6980,989,1.06,10.0
2023-03-02,ATP500,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Djokovic N.,Djokovic N.,11,1,3065,6980,7.0,1.1
2023-03-03,ATP500,Outdoor,Hard,Semifinals,3,Medvedev D.,Djokovic N.,Medvedev D.,7,1,3320,6980,2.75,1.44
2023-04-11,Masters 1000,Outdoor,Clay,2nd Round,3,Gakhov I.,Djokovic N.,Djokovic N.,198,1,292,7160,19.0,1.02
2023-04-13,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Musetti L.,Musetti L.,1,21,7160,1840,1.17,5.0
2023-04-19,ATP250,Outdoor,Clay,2nd Round,3,Van Assche L.,Djokovic N.,Djokovic N.,87,1,672,7240,10.0,1.06
2023-04-21,ATP250,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Djokovic N.,Lajovic D.,70,1,744,7240,8.0,1.08
2023-05-12,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Etcheverry T.,Djokovic N.,1,61,6775,826,1.11,6.5
2023-05-14,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Dimitrov G.,Djokovic N.,1,33,6775,1125,1.14,5.5
2023-05-16,Masters 1000,Outdoor,Clay,4th Round,3,Norrie C.,Djokovic N.,Djokovic N.,13,1,2680,6775,5.0,1.17
2023-05-17,Masters 1000,Outdoor,Clay,Quarterfinals,3,Rune H.,Djokovic N.,Rune H.,7,1,3865,6775,3.4,1.33
2023-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Kovacevic A.,Djokovic N.,Djokovic N.,114,3,545,5955,29.0,1.01
2023-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Fucsovics M.,Djokovic N.,3,83,5955,720,1.05,11.0
2023-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Davidovich Fokina A.,Djokovic N.,Djokovic N.,34,3,1115,5955,6.0,1.13
2023-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Varillas J.P.,Djokovic N.,Djokovic N.,94,3,661,5955,15.0,1.03
2023-06-06,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Khachanov K.,Djokovic N.,3,11,5955,2945,1.08,8.0
2023-06-09,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Alcaraz C.,Djokovic N.,3,1,5955,6815,2.63,1.5
2023-06-11,Grand Slam,Outdoor,Clay,The Final,5,Djokovic N.,Ruud C.,Djokovic N.,3,4,5955,4960,1.2,4.8
2023-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Cachin P.,Djokovic N.,Djokovic N.,68,2,772,7595,34.0,1.01
2023-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Thompson J.,Djokovic N.,2,70,7595,769,1.03,15.0
2023-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,Wawrinka S.,Djokovic N.,Djokovic N.,88,2,674,7595,15.0,1.04
2023-07-10,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Hurkacz H.,Djokovic N.,2,18,7595,2060,1.05,11.0
2023-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Rublev A.,Djokovic N.,2,7,7595,4255,1.07,9.0
2023-07-14,Grand Slam,Outdoor,Grass,Semifinals,5,Sinner J.,Djokovic N.,Djokovic N.,8,2,3345,7595,4.5,1.2
2023-07-16,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Alcaraz C.,Alcaraz C.,2,1,7595,7675,1.53,2.63
2023-08-18,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Monfils G.,Djokovic N.,2,211,8795,297,1.13,6.0
2023-08-19,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Fritz T.,Djokovic N.,2,9,8795,3605,1.22,4.33
2023-08-20,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Zverev A.,Djokovic N.,2,17,8795,2310,1.29,3.75
2023-08-20,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Djokovic N.,Djokovic N.,1,2,9395,8795,2.3,1.62
2023-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Muller A.,Djokovic N.,2,84,9795,697,1.01,29.0
2023-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Zapata Miralles B.,Djokovic N.,2,76,9795,776,1.01,34.0
2023-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Djere L.,Djokovic N.,Djokovic N.,38,2,1110,9795,26.0,1.01
2023-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Gojo B.,Djokovic N.,Djokovic N.,105,2,559,9795,19.0,1.02
2023-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Fritz T.,Djokovic N.,2,9,9795,3605,1.13,6.0
2023-09-08,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Shelton B.,Djokovic N.,2,47,9795,1015,1.06,10.0
2023-09-10,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Medvedev D.,Djokovic N.,2,3,9795,6260,1.44,2.88
2023-11-01,Masters 1000,Indoor,Hard,2nd Round,3,Etcheverry T.,Djokovic N.,Djokovic N.,31,1,1380,11045,11.0,1.05
2023-11-02,Masters 1000,Indoor,Hard,3rd Round,3,Griekspoor T.,Djokovic N.,Djokovic N.,23,1,1570,11045,7.0,1.1
2023-11-03,Masters 1000,Indoor,Hard,Quarterfinals,3,Rune H.,Djokovic N.,Djokovic N.,7,1,4280,11045,3.75,1.29
2023-11-04,Masters 1000,Indoor,Hard,Semifinals,3,Djokovic N.,Rublev A.,Djokovic N.,1,5,11045,4935,1.36,3.2
2023-11-05,Masters 1000,Indoor,Hard,The Final,3,Dimitrov G.,Djokovic N.,Djokovic N.,17,1,2060,11045,3.4,1.33
2023-11-12,Masters Cup,Indoor,Hard,Round Robin,3,Rune H.,Djokovic N.,Djokovic N.,10,1,3460,11445,4.5,1.2
2023-11-14,Masters Cup,Indoor,Hard,Round Robin,3,Sinner J.,Djokovic N.,Sinner J.,4,1,5490,11445,2.3,1.62
2023-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Hurkacz H.,Djokovic N.,Djokovic N.,11,1,3245,11445,5.5,1.14
2023-11-18,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Alcaraz C.,Djokovic N.,1,2,11445,8455,1.62,2.3
2023-11-19,Masters Cup,Indoor,Hard,The Final,3,Sinner J.,Djokovic N.,Djokovic N.,4,1,5490,11445,2.5,1.53
2024-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Prizmic D.,Djokovic N.,1,187,11055,321,1.01,34.0
2024-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Djokovic N.,Djokovic N.,43,1,1052,11055,19.0,1.02
2024-01-19,Grand Slam,Outdoor,Hard,3rd Round,5,Etcheverry T.,Djokovic N.,Djokovic N.,32,1,1375,11055,11.0,1.05
